lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,42E1,42E2,42E3,42E4,42E5,7E1,7E2,7E3,7E4,7E5,SolventBlank1
PE (36:6),0.9133827536263864,10.284464457339736,10.636335798539221,0.0011088716004648337,0.01670658543054011,736.4913 -> 595.4913,PE,7330852.97827196,9127119.51049765,8249300.4680184,6727615.72509725,6887826.46972702,3463646.32226449,4715940.70654323,3804980.78100591,3849017.88745119,4553517.72338852,53717.50396728
PGo (38:3),0.9132841976080723,6.346112022154501,10.633776074992054,0.0011104074908516086,0.01670658543054011,804.5849 -> 615.5849,PG,457798.016052046,697051.306884738,467953.012695344,374978.346374575,433068.551757803,190790.23278815,237338.475341937,242972.895507854,202698.634765659,396831.647461102,31877.662261974
TAG(52:5)_FA 20:4,-0.9112199664465894,7.326272654943694,10.586687805732709,0.0011390486079114128,0.016944947830052928,870.8 -> 549.796,TAG2,255743.57812506,488058.914066125,535862.070785152,665358.72460927,560227.7601319,1477716.74277484,1298030.11076281,1180065.30576273,312139.0646973,441273.752250698,108011.727191935
Lyso_PC(17:2),-0.9074946892627723,9.418360516256422,10.501802855811547,0.0011925812759150647,0.017282481357598647,506.3168 -> 184.1,PCandSM,2065242.4902342,1857161.90820285,2028817.1350097,2575658.25683622,2540428.02050767,5662988.07031295,3196390.75195365,4337042.16552735,7149838.60400459,1035585.35742196,47575.043396002
PG (38:2),0.9084853641874553,8.802721479155808,10.52435825880093,0.0011781131584700742,0.017282481357598647,820.5798 -> 631.5798,PG,2528241.96154777,4236459.77600165,2468640.88232374,1822587.60119578,2672019.68994123,1029188.71899408,1142980.86242666,1370956.21691879,1077917.90429669,2516650.88330105,43269.962707529
TAG(54:8)_FA 16:1,-0.9069353183339377,7.539056979301545,10.488963075098582,0.0012008974961473379,0.017282481357598647,892.7 -> 621.7,TAG1,175910.192199681,775670.87011727,641298.84863257,509998.79638657,842970.65332017,708442.27099617,711374.00927721,1153057.77978535,1432873.55859395,1315050.0351562,134845.109466512
"Cer(d14:2(4E,6E)/20:1(11Z))",0.9052624775428235,4.853843000431896,10.450160774889355,0.00122638780485157,0.017459542512080414,534.5 -> 206.3,CER,159275.209991417,192922.394752539,184294.434417726,155125.99208062,148336.529891991,90590.5465087592,105591.647369368,57452.684341424,113658.988845842,86511.2462920689,18066.9413414028
TAG(58:3)_FA 16:1,-0.899827224365615,4.25292629002225,10.326444358077424,0.001311375951319213,0.018470869782411043,958.9 -> 687.9,TAG1,28956.2822036679,64534.464965809,61023.164550775,63539.024597172,58698.064208969,117017.787536588,130822.709838866,110086.747802738,94851.246887232,61455.624206572,28534.6820907407
PGo (38:1),0.8871483711538111,6.3846142171093465,10.043003123602828,0.0015292768683601095,0.021232024656130596,808.6162 -> 619.6162,PG,465464.808227629,726735.278503649,485026.61846919,388966.847289806,432564.033264018,179238.895019398,239594.756683333,265892.621948341,201972.054687448,437753.352783134,27119.542053227
TAG(54:7)_FA 16:0,-0.8865922483277701,7.375370746095767,10.030751500431506,0.0015394821502934572,0.021232024656130596,894.8 -> 621.8,TAG1,164845.812805141,697223.09082044,577690.16186538,447446.60839845,767307.81713842,614938.0283204,588786.74218744,1060292.49462863,1265153.15136699,1192902.54052698,119203.748825101
PG (38:8),0.8856886484322043,6.438512910880578,10.010492362313014,0.0015565090497074092,0.021245546204253708,808.4859 -> 619.4859,PG,488404.657836753,736053.233886798,504486.775573785,410416.326660274,449522.131896989,196135.174987642,237677.696014333,271330.341308478,213965.093567042,455800.172119232,28562.221954338
PG (36:8),0.8770543556355144,7.299058407118722,9.819283857606932,0.0017269157065148608,0.023276394297663813,780.4546 -> 591.4546,PG,906412.86560066,1400055.85174463,876883.77795399,643196.7663575,898768.02429204,368907.14562973997,424007.108215239,523783.156067062,437735.05529786,775623.17309553,39607.382904047
TAG(58:7)_FA 18:0,-0.8764026497506042,7.382421164528629,9.804920642691288,0.0017404554648555268,0.023276394297663813,950.8 -> 649.8,TAG1,179433.652591715,700032.86621113,592814.33789046,497483.65136712,723128.56933563,670109.4101561,664345.14404295,934936.20068324,1490538.1660157,1040370.2963871,109017.167751314
PEo (40:1),0.8751110184750135,5.299890843139349,9.775998934707786,0.0017680463608044535,0.023408933817050965,788.6529 -> 647.6529,PE,182368.252258273,294570.663146895,255535.761596684,204022.591064579,213541.056335317,118744.088623073,118599.627563351,157374.012085024,108328.507690439,117588.84881593,23442.801986689
PE (40:8),0.8699502738853063,5.400518262133256,9.662764105094539,0.0018804047962607381,0.024408391669109974,788.5226 -> 647.5226,PE,187505.2915955,316286.804199187,286585.8970642,213143.954467583,232592.317260805,125818.429229687,134762.130920446,172261.811859034,111232.507476806,124250.928405704,24473.861618045
TAG(56:8)_FA 16:1,-0.8705248646181964,7.390097736127764,9.675767386996085,0.0018671426789740812,0.024408391669109974,920.8 -> 649.796,TAG1,211240.955463395,701368.82617183,592773.38183593,494433.5952147,683240.07128939,697711.1660158,699442.27197266,916185.44580063,1446378.51757813,1019403.71386731,125655.708358793
PE (38:2),0.868640738418074,9.203330061789412,9.63464408114669,0.0019094120236611695,0.024544286595411538,772.5852 -> 631.5852,PE,3168074.81054582,4311111.6246338,4160982.03112813,3179953.25952064,3164002.62976115,1789947.29174804,2133415.79797353,1713589.43615773,1715079.18871948,2441695.87390087,30579.102203368
PGo (36:1),0.86746358042312,7.231694752158369,9.60881282693299,0.001936457894405803,0.02465259857878157,780.5849 -> 591.5849,PG,859021.62023926,1327469.87182627,819512.59216335,634335.828552308,859286.94665518,333122.80371083,412805.709838713,493120.813476402,423965.593261777,761678.272460755,37245.462341311
TAG(56:2)_FA 16:0,-0.8659900628822732,4.474520659219706,9.57565699206225,0.0019717427998486663,0.024862737780948895,932.9 -> 659.9,TAG1,34532.3024902174,78784.785156239,75142.565185545,68697.24511721,65302.58435056,122945.88806154,152863.40905762,123308.42797854,110545.268493645,74431.78540035,37016.2224349916
TAG(56:7)_FA 16:0,-0.858675911981612,7.375279646025633,9.417899090276478,0.0021487756783916917,0.026839424511232075,922.8 -> 649.8,TAG1,202134.654113751,689001.42773453,605647.70117188,481620.21093744,697749.2065428,692162.26806649,685210.40429673,891544.42138651,1401114.53662075,1049390.7348632,121532.529281592
Lyso_PC(17:0),-0.8576393492257134,6.716854676418405,9.395426441406016,0.0021752740097338557,0.026916474662501164,510.3481 -> 184.1,PCandSM,328734.662719635,293628.157653744,318916.563537581,407550.30719002,379969.233093071,876516.482300385,488193.31030287,667131.48730529,1043599.89868117,152006.66955568,14173.8611144972
PE (16:0),-0.8561518433501175,8.76869557605464,9.363487472463024,0.00221350580280681,0.027135941508483485,454.2929 -> 313.2929,PE,1155163.1896971,873316.24401886,1891821.58136042,1895044.88037254,1455591.69360406,4061132.81469701,3707951.57495068,1772418.93957558,3571860.36486813,514820.97521963,25916.781738288
TAG(50:3)_FA 18:0,-0.8500850407445392,6.680294210783822,9.232938826502505,0.0023769982572922287,0.028872896262889088,848.8 -> 547.8,TAG1,77283.145160655,463171.91088875,426617.29150368,355483.76538083,341858.78515633,648228.18579122,828457.1381835,562259.4550779,489717.83789057,401540.16870139,82758.6460533064
PG (38:9),0.8397409184890187,6.63810764741054,9.012658943860515,0.0026811608253632965,0.0322714266616455,806.4702 -> 617.4702,PG,549167.2770996,839352.266052309,571619.944214002,458166.7308962,516629.496765387,237281.558288595,308538.684387215,320285.461883544,250384.795227144,497492.77575683,35064.102661134
TAG(52:3)_FA 18:1,-0.8342758256708144,9.072982064597348,8.897488394839458,0.002855631737699144,0.03375764661351488,874.8 -> 575.8,TAG1,452112.950355557,2303122.251953,2363925.6533194,1829738.7353516,1894865.8955066,3817711.2939457,4162841.8271489,2782635.9394533,2705652.8710938,1983465.667969,397405.447208653
TAG(58:2)_FA 16:0,-0.8348923746766758,4.202340117746365,8.909217666673612,0.002837347933569624,0.03375764661351488,960.9 -> 687.9,TAG1,28160.2617378093,66179.18414307,61352.464111326,63876.084594747,55254.604064923,111677.068542478,117626.287109396,108165.727111864,90307.966369604,59034.04425048,27974.782051071
TAG(56:1)_FA 16:0,-0.8182462799191482,5.479871134010317,8.562809488413222,0.003430995389394124,0.040200335358918766,934.9 -> 661.9,TAG1,61773.2445068454,173509.59155275,164984.81152346,146644.02990724,136164.74865722,252496.31860368,311245.00390637,251678.61816421,225324.63781727,150248.57092282,62604.3842048643
PE (44:1),-0.8079261725215111,3.8180942000217133,8.349869550564733,0.0038571502163442387,0.044743518596869626,858.6948 -> 717.6948,PE,44606.982963554,54846.4240875568,39283.5225639472,36797.642337789,44568.0230560349,93691.567707019,65318.2853393785,144930.090972881,46451.4838104086,36266.68255615,13731.8610115052
PGo (38:2),0.8064664661007711,6.578420732948967,8.321410002309676,0.003918049491173167,0.044743518596869626,806.6005 -> 617.6005,PG,514605.01049832,785270.179565214,551355.520019452,434686.610412412,499039.93621839,229177.017639104,293747.761535541,324941.086608977,235571.115905746,481938.491149772,36808.422454835
TAG(56:2)_FA 16:1,-0.8064324330511412,5.488487581302217,8.320447089781737,0.003920127006976493,0.044743518596869626,932.9 -> 661.9,TAG1,63446.964008325,172996.57128909,168587.35107421,148183.60986328,141314.11059572,249221.23791515,320773.88110351,247426.39721677,232085.71679681,153014.77069091,60341.2440223833
TAG(56:8)_FA 18:1,-0.8020803053872553,7.036548440301493,8.232330421178629,0.004115065616084775,0.0465670673136431,920.8 -> 621.8,TAG2,144443.089904771,469974.71508807,455871.63232409,473434.48925781,687763.24511724,605457.22021476,512461.51904282,1019718.01757822,640889.53979492,972968.89501954,51237.3835716132
TAG(48:2)_F A18:0,-0.7913011006891664,5.430830612242904,8.014916045461177,0.004639362461397163,0.05205521948211732,820.8 -> 519.8,TAG1,44383.7232932878,190139.71423343,167951.43151853,158890.8116455,148780.69042969,241575.636962831,284130.33959969,222783.53698718,220866.214294598,228767.9564212,37257.4428329356
Lyso_PE(22:5),0.7906644472298454,1.3097830523779646,7.991862863725942,0.004698804424490833,0.05227913494139381,528.3012 -> 386.3012,PE,9787.1006622279,10076.2207107536,9643.7606315608,12114.9007453888,9871.8006629941,4750.2603034992,5451.9004020688,5264.1403656001,7263.0004768365,7213.060447694,8318.9605941758
TAG(48:0)_FA 18:1,-0.7874392015339294,5.530201458829538,7.9378525813281176,0.004841125021899744,0.05341374607496051,824.8 -> 525.8,TAG1,37453.5225639399,202240.21325691,192465.473999078,183827.65319819,154011.912048337,299216.259643561,327538.3843995,281676.11889663,221308.415893628,168852.631286634,36564.6426696918
PE (18:2),-0.7860331206565875,10.70074153236767,7.91027634308557,0.0049154760239665,0.05378586988207972,478.2929 -> 337.2929,PE,4884030.00292897,4580852.71289107,5057896.55883729,7663588.09838802,6380811.22778289,12509149.8300783,7242711.5976557,12702353.958496,15720650.884765,2275975.43798783,49251.563049317
TAG(56:7)_FA 20:0,-0.7824234218471958,5.685710861338896,7.8382958837319165,0.005115080422131825,0.0555112006467421,922.8 -> 593.8,TAG2,67812.2847976696,178621.41088871,178908.21252437,213116.91601556,225357.17565913,257933.91625999,182049.79321285,549401.5332033,186178.191467294,262176.63793933,29800.3222007772
PI (34:4),0.77648081830872,6.654154079665334,7.721259936717615,0.005457429684251841,0.05874501546300355,848.5019 -> 571.5019,PI,436753.344512895,720762.950561663,610353.959625158,635416.489440963,554572.881042463,297630.300903227,373376.269042961,307837.022186306,330039.300399811,403657.670745977,26416.7820510877
PG (36:7),0.7742595914181877,6.000319456493863,7.67754710375084,0.0055912116504136175,0.05969971149312605,782.4702 -> 593.4702,PG,335076.681213443,532244.600890976,321500.701080274,250754.516357245,370390.22756956797,148278.709899849,155821.190246591,238253.49566653,200237.214050089,297769.362365822,39568.303283697
PG (18:2),-0.7704796656454369,5.381054141155209,7.603469409889841,0.005825609544733676,0.061704856297819105,526.2875 -> 337.2875,PG,118647.708160427,140125.090148953,132204.629028335,152746.069915911,131996.649597122,226542.718383721,128199.848907479,295001.100769158,273108.996154788,226261.816467197,32124.642425542
C18:1,-0.7687835425489543,10.136861088799007,7.5708541973144765,0.005931966448466969,0.06233272680770053,281.3 -> 281.3,FFA,3463230.02246083,2399952.04406698,4057170.82574469,4101401.06542966,3826686.19665492,7670861.28552242,6988781.20776378,5495288.38439938,9209076.31823729,2094758.16284134,1035663.18762207
PGo (36:0),0.7617818244442883,5.998241021564838,7.434862645008253,0.006397224648092487,0.06669232625255474,782.6005 -> 593.6005,PG,331592.543152046,521655.217590134,323295.299072139,255737.876953204,370198.40490699,144658.550109874,164874.191650343,230833.376647889,208011.133911132,298112.581207183,39090.182861326
"Cer(d16:2(4E,6E)/22:1(13Z)(2OH))",0.7603533707705696,5.8647658881761435,7.40719969330439,0.006496336273044898,0.06719647832430815,606.5 -> 234.3,CER,283722.779319854,272734.899063265,269999.299354582,296124.04484564,124093.330467055,147661.690742508,200978.632434797,102622.867637671,99208.9664382012,194516.331222615,176348.069149069
Cer(t18:0/20:0(2OH)),0.7575258678339545,8.19906754323165,7.353152281342776,0.006694527433223642,0.06819433926003514,628.6 -> 282.4,CER,2281061.61291448,840127.123290406,587745.160034264,655705.395141714,1734311.97619639,514733.04449466,571687.146606353,504819.076721139,1395216.09393298,844406.01501472,854046.993164065
TAG(48:3)_FA 16:0,-0.7575253068052494,5.422926652326169,7.352805501789588,0.0066958188095200665,0.06819433926003514,818.8 -> 545.8,TAG1,39739.2028846617,181237.493347144,167574.61181635,183840.49401867,152421.67211915,260655.19897457,296468.38281245,241373.33728028,188501.774352908,209602.49401853,31719.7424773977
Lyso_PG(18:2),-0.751065732911957,5.379107527201688,7.229293272956057,0.007172343691716,0.07248994693001513,526.2801 -> 337.2801,PG,120947.328155527,143645.349365249,125952.80926516,158747.112365751,132284.749725294,242596.415741018,127211.148010262,289392.320129429,271331.677520531,215614.014587386,31031.982513428
PE (38:0),0.7438796251317376,7.06992451349268,7.093404861684842,0.0077368120771252975,0.07760256962207496,776.6165 -> 635.6165,PE,681702.030059892,879041.98242181,884856.203491608,696433.471923694,698000.415923908,448475.869964611,494609.851699887,458549.930877844,436077.772308306,455829.394287068,54227.464096075
PI (34:1),-0.7424548663396668,9.554127182218194,7.066653948073508,0.007853178222470687,0.07817750350790367,854.5489 -> 577.5489,PI,2268472.44287121,3196587.72949168,2379248.21142604,2114030.70214791,2362994.14013621,4005559.97265606,6051621.83105507,3655349.48388714,3955470.85742216,3195487.18603421,620611.70166019
"Cer(d14:2(4E,6E)/18:0(2OH))",0.7394053711131764,6.16013801209485,7.009134645792074,0.008109486778214582,0.07970477379065223,524.5 -> 206.3,CER,371761.870880167,485660.29179365,451970.392593497,382380.026695267,368961.887153577,270973.099563608,280095.157516469,156857.851425141,338256.303359846,203880.955108629,21044.3214607268
PGp (38:6),0.739188754943868,9.112901799741088,7.005273137387119,0.008126997327596716,0.07970477379065223,796.5223 -> 607.5223,PG,2903578.11474633,5228834.82006783,2885661.1386724,2090644.83203165,3163259.41943351,1378127.23852573,1469569.86047367,1986882.14221097,1483777.79418931,3179691.58581389,84023.126892065
PE (18:1),-0.733218481105963,10.19429401680531,6.893770482594846,0.008649663326773971,0.08410738074817051,480.3086 -> 339.3086,PE,3634290.00610402,3224796.16210993,4011445.96337918,5344058.58740251,4354645.78002915,8330951.5046387,5882421.28271553,8027041.7231444,10684227.5766591,2131345.17529305,37878.302398677
TAG(58:9)_FA 18:2,-0.7326339704014495,7.08076394391134,6.882791365045707,0.008702954050226103,0.08410738074817051,946.8 -> 649.8,TAG2,174595.832580581,473182.19482425,476663.29589853,545441.56054679,682209.368381644,687194.77050778,583986.72314474,898766.2612306,772638.102462781,867842.99096706,60003.024066935
C16:1,-0.724727362098341,7.992774670902416,6.736598679947064,0.009445454504967258,0.09062160698968587,253.3 -> 253.3,FFA,726170.555725045,664371.169616784,825833.312378018,793490.320861697,782001.656128048,1719535.53393535,1719289.62329057,1348142.81207327,1060954.11547845,573031.605895989,448718.250610343
TAG(60:1)_FA 18:0,-0.7210535218965283,5.17865027275076,6.6687471020577505,0.009811814050878172,0.09345929354937194,990.9 -> 689.9,TAG1,57768.7438392661,131664.270080598,138708.489135727,120407.2093506,113926.107177711,200106.41259773,222459.234130775,191890.27404787,181739.353332521,123156.54785155,59031.6444854704
PG (36:0),0.7163213850096151,9.036475954961055,6.582833682317869,0.010296684676699903,0.0973772179425048,796.5798 -> 607.5798,PG,2698226.43041988,4910112.68872073,2710150.49414052,2008185.66723631,3017220.06372106,1315170.50317399,1384927.82397408,1874209.53710886,1411342.00097677,3104265.95312458,80406.226135188
PI (44:1),-0.7122042936771062,4.169659078619487,6.507275638284227,0.01074339819977637,0.10088127103903485,994.7054 -> 717.7054,PI,60906.864517207,73323.3049926628,56740.6244621281,55492.6245689302,57479.38397217,102516.227424631,125071.809310934,114999.828216542,89371.7862510148,72447.244201647,10587.0007667536
